465244,122.5
465254,122.5
465264,122.5
465274,122.5
465284,122.5
465294,120.83
465304,120.83
465314,120.83
465324,120.83
465334,120.83
465344,120.83
465354,120.83
465364,120.83
465374,120.83
465384,120.83
465394,120.83
465404,120.83
465414,120.83
465424,120.83
465434,120.83
465444,120.83
465454,120.83
465464,120.83
465474,120.83
465484,120.83
465494,120.83
465504,120.83
465514,120.83
465524,120.83
465534,120.83
465544,120.83
465554,120.83
465564,120.83
465574,120.83
465584,120.83
465594,120.83
465604,120.83
465614,120.83
465624,120.83
465634,120.83
465644,121.67
465654,121.67
465664,121.67
465674,121.67
465684,121.67
465694,121.67
465704,121.67
465714,121.67
465724,121.67
465734,121.67
465744,121.67
465754,121.67
465764,120.83
465774,120.83
465784,120.83
465794,120.83
465804,120.83
465814,120.83
465824,120.83
465834,120.83
465844,120.83
465854,120.83
465864,120.83
465874,120.83
465884,120.0
465894,120.0
465904,120.0
465914,120.0
465924,120.0
465934,120.0
465944,120.0
465954,120.0
465964,120.0
465974,120.0
465984,120.0
465994,120.0
466004,119.17
466014,119.17
466024,119.17
466034,119.17
466044,119.17
466054,119.17
466064,119.17
466074,119.17
466084,119.17
466094,119.17
466104,119.17
466114,119.17
466124,119.17
466134,119.17
466144,119.17
466154,119.17
466164,119.17
466174,119.17
466184,119.17
466194,119.17
466204,119.17
466214,119.17
466224,119.17
466234,119.17
466244,119.17
466254,119.17
466264,119.17
466274,119.17
466284,119.17
466294,119.17
466304,119.17
466314,119.17
466324,119.17
466334,119.17
466344,119.17
466354,118.33
466364,118.33
466374,118.33
466384,118.33
466394,118.33
466404,118.33
466414,118.33
466424,118.33
466434,118.33
466444,118.33
466454,118.33
466464,118.33
466474,119.17
466484,119.17
466494,119.17
466504,119.17
466514,119.17
466524,119.17
466534,119.17
466544,119.17
466554,119.17
466564,119.17
466574,119.17
466584,120.0
466594,120.0
466604,120.0
466614,120.0
466624,120.0
466634,120.0
466644,120.0
466654,120.0
466664,120.0
466674,120.0
466684,120.0
466694,120.0
466704,120.83
466714,120.83
466724,120.83
466734,120.83
466744,120.83
466754,120.83
466764,120.83
466774,120.83
466784,120.83
466794,120.83
466804,120.83
466814,120.83
466824,120.83
466834,120.83
466844,120.83
466854,120.83
466864,120.83
466874,120.83
466884,120.83
466894,120.83
466904,120.83
466914,120.83
466924,120.83
466934,120.0
466944,120.0
466954,120.0
466964,120.0
466974,120.0
466984,120.0
466994,120.0
467004,120.0
467014,120.0
467024,120.0
467034,120.0
467044,120.0
467054,120.83
467064,120.83
467074,120.83
467084,120.83
467094,120.83
467104,120.83
467114,120.83
467124,120.83
467134,120.83
467144,120.83
467154,120.83
467164,120.83
467174,120.83
467184,120.83
467194,120.83
467204,120.83
467214,120.83
467224,120.83
467234,120.83
467244,120.83
467254,120.83
467264,120.83
467274,120.83
467284,120.83
467294,121.67
467304,121.67
467314,121.67
467324,121.67
467334,121.67
467344,121.67
467354,121.67
467364,121.67
467374,121.67
467384,121.67
467394,121.67
467404,121.67
467414,121.67
467424,121.67
467434,121.67
467444,121.67
467454,121.67
467464,121.67
467474,121.67
467484,121.67
467494,121.67
467504,121.67
467514,121.67
467524,122.5
467534,122.5
467544,122.5
467554,122.5
467564,122.5
467574,122.5
467584,122.5
467594,122.5
467604,122.5
467614,122.5
467624,122.5
467634,122.5
467644,124.17
467654,124.17
467664,124.17
467674,124.17
467684,124.17
467694,124.17
467704,124.17
467714,124.17
467724,124.17
467734,124.17
467744,124.17
467754,124.17
467764,124.17
467774,124.17
467784,124.17
467794,124.17
467804,124.17
467814,124.17
467824,124.17
467834,124.17
467844,124.17
467854,124.17
467864,124.17
467874,124.17
467884,124.17
467894,124.17
467904,124.17
467914,124.17
467924,124.17
467934,124.17
467944,124.17
467954,124.17
467964,124.17
467974,124.17
467984,124.17
467994,123.33
468004,123.33
468014,123.33
468024,123.33
468034,123.33
468044,123.33
468054,123.33
468064,123.33
468074,123.33
468084,123.33
468094,123.33
468104,123.33
468114,123.33
468124,123.33
468134,123.33
468144,123.33
468154,123.33
468164,123.33
468174,123.33
468184,123.33
468194,123.33
468204,123.33
468214,123.33
468224,123.33
468234,125.83
468244,125.83
468254,125.83
468264,125.83
468274,125.83
468284,125.83
468294,125.83
468304,125.83
468314,125.83
468324,125.83
468334,125.83
468344,127.5
468354,127.5
468364,127.5
468374,127.5
468384,127.5
468394,127.5
468404,127.5
468414,127.5
468424,127.5
468434,127.5
468444,127.5
468454,127.5
468464,130.0
468474,130.0
468484,130.0
468494,130.0
468504,130.0
468514,130.0
468524,130.0
468534,130.0
468544,130.0
468554,130.0
468564,130.0
468574,130.0
468584,130.0
468594,130.0
468604,130.0
468614,130.0
468624,130.0
468634,130.0
468644,130.0
468654,130.0
468664,130.0
468674,130.0
468684,130.0
468694,130.0
468704,128.33
468714,128.33
468724,128.33
468734,128.33
468744,128.33
468754,128.33
468764,128.33
468774,128.33
468784,128.33
468794,128.33
468804,128.33
468814,125.0
468824,125.0
468834,125.0
468844,125.0
468854,125.0
468864,125.0
468874,125.0
468884,125.0
468894,125.0
468904,125.0
468914,125.0
468924,125.0
468934,124.17
468944,124.17
468954,124.17
468964,124.17
468974,124.17
468984,124.17
468994,124.17
469004,124.17
469014,124.17
469024,124.17
469034,124.17
469044,124.17
469054,121.67
469064,121.67
469074,121.67
469084,121.67
469094,121.67
469104,121.67
469114,121.67
469124,121.67
469134,121.67
469144,121.67
469154,121.67
469164,121.67
469174,118.33
469184,118.33
469194,118.33
469204,118.33
469214,118.33
469224,118.33
469234,118.33
469244,118.33
469254,118.33
469264,118.33
469274,118.33
469284,115.83
469294,115.83
469304,115.83
469314,115.83
469324,115.83
469334,115.83
469344,115.83
469354,115.83
469364,115.83
469374,115.83
469384,115.83
469394,115.83
469404,105.0
469414,105.0
469424,105.0
469434,105.0
469444,105.0
469454,105.0
469464,105.0
469474,105.0
469484,105.0
469494,105.0
469504,105.0
469514,105.0
469524,54.17
469534,54.17
469544,54.17
469554,54.17
469564,54.17
469574,54.17
469584,54.17
469594,54.17
469604,54.17
469614,54.17
469624,54.17
469634,54.17
469644,65.0
469654,65.0
469664,65.0
469674,65.0
469684,65.0
469694,65.0
469704,65.0
469714,65.0
469724,65.0
469734,65.0
469744,65.0
469754,27.5
469764,27.5
469774,27.5
469784,27.5
469794,27.5
469804,27.5
469814,27.5
469824,27.5
469834,27.5
469844,27.5
469854,27.5
469864,27.5
469874,6.67
469884,6.67
469894,6.67
469904,6.67
469914,6.67
469924,6.67
469934,6.67
469944,6.67
469954,6.67
469964,6.67
469974,6.67
469984,6.67
469994,0.0
470004,0.0
470014,0.0
470024,0.0
470034,0.0
470044,0.0
470054,0.0
470064,0.0
470074,0.0
470084,0.0
470094,0.0
470104,0.0
470114,0.0
470124,0.0
470134,0.0
470144,0.0
470154,0.0
470164,0.0
470174,0.0
470184,0.0
470194,0.0
470204,0.0
470214,0.0
470224,0.0
470234,0.0
470244,0.0
470254,0.0
470264,0.0
470274,0.0
470284,0.0
470294,0.0
470304,0.0
470314,0.0
470324,0.0
470334,0.0
470344,0.0
470354,0.0
470364,0.0
470374,0.0
470384,0.0
470394,0.0
470404,0.0
470414,0.0
470424,0.0
470434,0.0
470444,0.0
470454,0.0
470464,0.0
470474,0.0
470484,0.0
